,Name,Manufacturer,Functions,HP,Depth,+12V (mA),-12V (mA),+5V (mA),Price (€),Racks,Rating,Votes,Available,Approved
834,MIDI2,Pittsburgh Modular,['MIDI'],6,35.0,40.0,40.0,0.0,165.0,2034,3.64,28.0,Discontinued,0
835,106 Chorus,Feedback,['Effect'],6,49.0,24.0,24.0,0.0,150.0,2030,4.5,20.0,Available,1
836,twinOUT,Vermona,"['Dual/Stereo', 'Utility', 'External']",8,36.0,25.0,25.0,0.0,209.0,2025,4.81,16.0,Available,0
837,911A,Behringer,['Clock Modulator'],8,38.0,6.0,16.0,0.0,43.0,2024,1.57,7.0,Available,0
838,VnIcursal VCA,Złob,"['Mixer', 'Utility', 'VCA']",8,35.0,50.0,30.0,0.0,241.0,2010,4.88,17.0,Available,1
839,AI018 Stereo Matrix Mixer,AI Synthesis,"['Attenuator', 'Dynamics', 'Mixer', 'Multiple', 'Utility', 'Dual/Stereo']",18,35.0,20.0,15.0,0.0,115.0,2007,4.17,6.0,Available,0
840,Optx,Boredbrain Music,"['CV Modulation', 'Digital', 'External', 'Utility']",8,38.0,78.0,78.0,0.0,305.0,2006,3.64,14.0,Discontinued,1
841,A-125,Doepfer,"['Effect', 'Phase Shifter']",8,65.0,20.0,10.0,0.0,90.0,2003,3.8,15.0,Available,0
842,Flurry,Intellijel,"['Clock Generator', 'Envelope Follower', 'Noise', 'Random', 'Sample and Hold', 'Slew Limiter', 'Utility']",8,34.0,116.0,30.0,0.0,224.0,2001,5.0,8.0,Available,1
843,Dual AHDSR,MFB,"['Envelope Generator', 'Dual/Stereo']",12,30.0,30.0,30.0,0.0,99.0,2001,3.59,34.0,Discontinued,0
844,A-148v,Doepfer,"['CV Modulation', 'Dual/Stereo', 'Sample and Hold']",4,30.0,20.0,20.0,0.0,68.0,1999,4.07,15.0,Available,0
845,Pico MScale,Erica Synths,"['Utility', 'External']",3,25.0,6.0,6.0,0.0,60.0,1996,4.67,6.0,Available,0
846,Triton,Rossum Electro-Music,['Oscillator'],30,25.0,290.0,270.0,0.0,829.0,1996,4.85,20.0,Available,0
847,DEMORA,Roland,"['Delay', 'Digital', 'Effect', 'Filter', 'Function Generator']",21,59.0,450.0,0.0,0.0,299.0,1995,4.13,38.0,Discontinued,0
848,ADDAC200PI,ADDAC System,"['Dual/Stereo', 'External']",4,30.0,10.0,10.0,0.0,90.0,1992,5.0,6.0,Available,0
849,Z5000 (WHITE),Tiptop Audio,"['Digital', 'Effect']",8,40.0,100.0,20.0,0.0,199.0,1989,4.56,9.0,Available,0
850,A-105-4,Doepfer,"['Filter', 'Quad']",8,50.0,70.0,70.0,0.0,200.0,1985,4.75,4.0,Available,0
851,A-177-2,Doepfer,"['Controller', 'Switch']",4,30.0,10.0,10.0,0.0,55.0,1985,4.56,9.0,Available,0
852,Tangrams,Intellijel,"['Clock Generator', 'CV Modulation', 'Envelope Generator', 'Function Generator', 'LFO', 'VCA']",14,35.0,66.0,49.0,0.0,204.0,1982,5.0,7.0,Available,1
853,Variable Slope VCF,Random*Source,"['Filter', 'Mixer']",14,40.0,40.0,40.0,0.0,310.0,1980,4.83,24.0,Available,0
854,M185 Sequencer,RYK Modular,"['Sequencer', 'MIDI', 'Clock Generator', 'Controller', 'CV Modulation', 'Function Generator', 'Random']",30,25.0,110.0,10.0,0.0,468.0,1979,4.58,31.0,Available,0
855,Entity Ultra-Perc,Steady State Fate,"['Drum', 'Dynamics', 'Filter', 'Noise', 'Oscillator', 'Synth Voice', 'Waveshaper']",14,23.0,125.0,125.0,0.0,341.0,1979,5.0,11.0,Available,1
856,A-134-2,Doepfer,"['VCA', 'Dual/Stereo', 'Panning']",4,45.0,20.0,10.0,0.0,70.0,1970,4.19,16.0,Available,0
857,992,Behringer,"['Attenuator', 'CV Modulation']",8,35.0,10.0,10.0,0.0,44.0,1968,2.22,9.0,Available,0
858,Castor & Pollux,Winterbloom,['Oscillator'],14,25.0,100.0,35.0,0.0,251.0,1968,4.55,22.0,Available,1
859,Black Output Module v2,Erica Synths,"['Dual/Stereo', 'Mixer', 'Panning', 'Utility', 'External']",14,35.0,52.0,43.0,0.0,260.0,1964,4.55,11.0,Available,0
860,Neo Trinity,Bastl Instruments,"['Clock Generator', 'CV Modulation', 'Envelope Generator', 'LFO', 'Sequencer']",8,24.0,100.0,35.0,0.0,290.0,1963,4.8,10.0,Available,0
861,Tyme Sefari MK II,Industrial Music Electronics,"['Digital', 'Sampling', 'Delay', 'Distortion', 'Pitch Shifter ']",15,42.0,79.0,46.0,0.0,420.0,1960,4.26,27.0,Available,0
862,A-134-1,Doepfer,"['VCA', 'Panning']",8,40.0,40.0,20.0,0.0,90.0,1953,4.05,19.0,Available,0
863,LxD (Black and Gold),Make Noise,"['Filter', 'Low Pass Gate', 'VCA', 'Dual/Stereo']",4,36.0,20.0,20.0,0.0,98.0,1949,4.14,7.0,Available,0
864,.mix,STG Soundlabs,['Mixer'],4,55.0,10.0,10.0,0.0,135.0,1945,4.36,25.0,Available,0
865,A-110-4,Doepfer,['Oscillator'],8,60.0,90.0,30.0,0.0,140.0,1944,4.2,25.0,Available,0
866,ADDAC306,ADDAC System,"['Controller', 'Multiple', 'Attenuator', 'Expression', 'CV Modulation']",8,40.0,50.0,50.0,0.0,130.0,1944,4.18,11.0,Available,0
867,Multiple,Verbos Electronics,['Multiple'],3,33.7,78.1,35.6,0.0,232.8,1943,4.32,0.0,No Info,0
868,Fourmulator Quad Digital LFO,Vermona,"['LFO', 'Clock Generator', 'Quad']",34,20.0,120.0,20.0,0.0,369.0,1940,4.49,43.0,No Info,0
869,ZVERB (BLACK),Tiptop Audio,"['Digital', 'Effect', 'Reverb']",8,40.0,130.0,20.0,0.0,210.0,1937,4.5,14.0,Available,0
870,Furthrrrr Generator (black),Endorphin.es,"['Dual/Stereo', 'Function Generator', 'LFO', 'Noise', 'Oscillator', 'Random']",30,25.0,180.0,215.0,0.0,729.0,1937,4.59,17.0,Available,1
871,Benjolin V2,After Later Audio,"['Filter', 'LFO', 'Oscillator', 'Random']",20,25.0,65.0,60.0,0.0,378.0,1937,4.22,9.0,Available,0
872,A-152,Doepfer,"['Switch', 'Clock Modulator', 'Logic', 'Sample and Hold', 'Comparator']",16,45.0,40.0,20.0,0.0,139.0,1935,4.83,23.0,Available,0
873,μMod II,Intellijel,"['CV Modulation', 'Logic', 'Ring Modulator', 'VCA', 'Waveshaper']",6,35.0,41.0,41.0,0.0,150.0,1931,4.2,30.0,Discontinued,0
874,A-147-2v,Doepfer,"['LFO', 'VCA', 'Envelope Generator']",8,55.0,60.0,40.0,0.0,140.0,1926,4.58,19.0,Available,0
875,nRings (black panel),Michigan Synth Works,['Oscillator'],8,33.7,120.0,5.0,0.0,246.0,1922,4.38,13.0,Available,0
876,Euclidean Circles & Expander (proper panel),vpme.de,"['Random', 'Sequencer', 'Switch', 'Utility', 'Clock Modulator']",12,25.0,0.0,0.0,70.0,300.0,1921,4.85,13.0,Available,0
877,Dual Drive,Erica Synths,"['Distortion', 'Effect', 'Waveshaper']",10,40.0,52.0,52.0,0.0,200.0,1917,4.43,7.0,Available,1
878,RF Nomad,Evaton Technologies,"['Oscillator', 'Noise']",8,42.0,10.0,10.0,0.0,161.0,1916,3.9,21.0,Available,1
879,A-138p,Doepfer,['Mixer'],16,40.0,78.1,35.6,0.0,135.0,1912,4.45,11.0,Available,0
880,Pico VCF3,Erica Synths,['Filter'],3,35.0,20.0,20.0,0.0,90.0,1907,4.18,11.0,No Info,1
881,Constellation,Acid Rain Technology,"['Clock Generator', 'Clock Modulator', 'Logic', 'Sequencer']",28,25.0,75.0,18.0,0.0,469.0,1905,4.71,7.0,Available,1
882,Mini Drive,Music Thing Modular,"['Distortion', 'Effect']",4,25.0,39.0,0.0,0.0,65.0,1899,4.22,9.0,Available,0
883,Discrete SVVCF,Manhattan Analog,"['Filter', 'Mixer']",14,45.0,30.0,30.0,0.0,269.0,1896,4.66,44.0,Available,0
884,Autodyne,Steady State Fate,"['Distortion', 'Dynamics', 'Effect']",4,23.0,85.0,90.0,0.0,169.0,1895,4.62,8.0,Available,1
885,Mutant Snare,Hexinverter Électronique,"['Drum', 'Noise']",13,30.0,50.0,50.0,0.0,222.0,1894,4.46,13.0,Available,1
886,A-110-4 SE,Doepfer,['Oscillator'],8,60.0,90.0,30.0,0.0,140.0,1891,4.5,18.0,Available,0
887,Stolperbeats,Making Sound Machines,"['Drum', 'Sequencer']",26,35.0,280.0,13.0,0.0,428.0,1880,4.62,16.0,Available,0
888,Atlantix,Intellijel,"['Envelope Generator', 'Filter', 'LFO', 'Noise', 'Oscillator', 'Sample and Hold', 'Synth Voice']",42,25.0,140.0,138.0,0.0,597.0,1878,5.0,12.0,Available,1
889,Noise & Filter,Verbos Electronics,"['Filter', 'Noise']",4,27.0,85.0,40.0,0.0,110.0,1875,4.44,9.0,Available,0
890,PE-1,ALM Busy Circuits,"['Equalizer', 'Mixer']",5,32.0,10.0,10.0,0.0,98.0,1875,4.0,7.0,Available,0
891,CLAP,Erica Synths,['Drum'],6,40.0,24.0,12.0,0.0,150.0,1872,4.6,5.0,Available,1
892,Quad LFO,Modcan,"['LFO', 'Quad']",18,26.0,40.0,10.0,0.0,595.0,1870,4.63,27.0,Discontinued,0
893,ADSR,Synthrotek,['Envelope Generator'],4,40.0,30.0,0.0,0.0,112.0,1867,4.09,22.0,No Info,1
894,Foundation Oscillator,Verbos Electronics,"['Oscillator', 'Waveshaper']",12,33.7,70.0,62.0,0.0,470.0,1862,3.94,18.0,Available,0
895,WL Multiple,Dreadbox,['Multiple'],2,22.0,78.1,35.6,0.0,29.0,1858,4.08,13.0,Discontinued,0
896,C - Channel,Frap Tools,"['CV Modulation', 'Mixer', 'Utility', 'VCA', 'Panning']",6,43.0,80.0,80.0,0.0,199.0,1857,5.0,11.0,Discontinued,1
897,Triple Wave Folder,Toppobrillo,"['Waveshaper', 'CV Modulation', 'Distortion', 'Effect']",15,38.0,10.0,10.0,0.0,289.0,1856,4.51,45.0,Discontinued,0
898,Enhance 2,Joranalogue Audio Design,"['Dual/Stereo', 'Panning']",8,30.0,70.0,70.0,0.0,215.0,1854,4.58,12.0,Available,1
899,CP,Prok Modular,"['Digital', 'Drum']",4,40.0,75.0,8.0,0.0,105.0,1853,4.67,9.0,Available,0
900,uLFO,Bubblesound Instruments,"['LFO', 'Oscillator']",14,60.0,60.0,50.0,0.0,225.0,1851,4.09,33.0,No Info,0
901,VICTOR,Behringer,['Oscillator'],14,17.0,110.0,7.0,0.0,99.0,1848,3.04,23.0,Available,0
902,A-183-3,Doepfer,"['Attenuator', 'Utility']",4,20.0,20.0,10.0,0.0,40.0,1840,4.28,18.0,Available,0
903,Drezno,Xaoc Devices,"['Comparator', 'CV Modulation', 'Distortion', 'Frequency Divider', 'Logic', 'Quantizer', 'Sample and Hold', 'Waveshaper']",12,20.0,50.0,35.0,0.0,260.0,1840,4.65,17.0,Discontinued,1
904,EG,2hp,['Envelope Generator'],2,42.0,26.0,7.0,0.0,98.0,1840,3.62,13.0,Available,1
905,M3,Pittsburgh Modular,"['Mixer', 'Multiple', 'TrueGrid']",4,20.0,20.0,20.0,0.0,65.0,1837,3.89,19.0,Discontinued,0
906,Modbox,Steady State Fate,"['LFO', 'Sample and Hold', 'Noise', 'Oscillator', 'Random', 'Dual/Stereo']",6,40.0,75.0,27.0,0.0,185.0,1837,4.57,21.0,Discontinued,1
907,860 MK2,System80,"['Filter', 'Mixer']",10,32.0,40.0,30.0,0.0,241.0,1836,5.0,6.0,Available,1
908,ADDAC213B,ADDAC System,"['Multiple', 'Utility']",3,25.0,78.1,35.6,0.0,90.0,1833,5.0,4.0,Available,0
909,Mod Medusa,Shakmat,"['LFO', 'Quad', 'Sequencer']",12,21.0,60.0,20.0,0.0,309.0,1832,4.69,29.0,Available,1
910,Cascade,Fonitronik,"['Attenuator', 'Mixer', 'Polarizer', 'Utility', 'Distortion']",4,66.0,28.0,23.0,0.0,75.0,1832,4.55,22.0,Available,0
911,ER-301: Sound Computer (People's Choice),Orthogonal Devices,"['Digital', 'Sampling']",30,30.0,250.0,30.0,0.0,850.0,1826,5.0,16.0,Available,0
912,FEG,Rides in the Storm,"['Envelope Generator', 'LFO']",4,25.0,30.0,20.0,0.0,60.0,1825,4.09,11.0,Available,1
913,Black Stereo Delay,Erica Synths,"['Delay', 'Dual/Stereo']",16,35.0,162.0,62.0,0.0,310.0,1823,4.44,9.0,Available,1
914,Dual LFO,MFB,"['Dual/Stereo', 'LFO', 'Random']",8,21.0,30.0,30.0,0.0,129.0,1818,4.1,39.0,Discontinued,0
915,Multifilter,Toppobrillo,"['Filter', 'LFO', 'Oscillator']",12,35.0,25.0,25.0,0.0,250.0,1817,4.43,28.0,Discontinued,0
916,Space FX,Behringer,"['Effect', 'Delay', 'Distortion', 'Filter', 'Pitch Shifter ', 'Reverb', 'Digital', 'Phase Shifter']",14,30.0,90.0,25.0,0.0,99.0,1815,1.93,27.0,Available,0
917,Osc,2hp,['Oscillator'],2,42.0,34.0,35.0,0.0,134.0,1815,3.88,8.0,Discontinued,1
918,Plague Bearer PB-1E,Flight of Harmony,"['Distortion', 'Effect', 'Equalizer', 'Filter', 'Multiple', 'Noise', 'Oscillator', 'Waveshaper']",8,30.0,7.0,4.0,0.0,107.0,1811,4.15,34.0,Available,0
919,Radio Music,Thonk,"['Drum', 'Sampling']",4,40.0,50.0,9.0,0.0,103.0,1811,4.4,10.0,Available,0
920,SCOOPER,Roland,"['Digital', 'Effect', 'Envelope Follower', 'Looper']",21,40.0,450.0,0.0,0.0,299.0,1810,4.17,18.0,Discontinued,0
921,Tea Kick,Bastl Instruments,['Drum'],5,35.0,15.0,15.0,0.0,109.0,1809,4.16,19.0,No Info,1
922,FH-1 'faderHost',Expert Sleepers,"['Controller', 'MIDI', 'Sequencer', 'Clock Generator', 'Clock Modulator', 'Digital']",8,43.0,64.0,27.0,0.0,249.0,1807,4.3,10.0,Discontinued,0
923,Buchla 296t,Tiptop Audio,"['Dual/Stereo', 'Effect', 'Envelope Follower', 'Filter']",52,52.0,360.0,350.0,0.0,766.0,1805,5.0,2.0,Available,0
924,Black Dual EG/LFO,Erica Synths,"['Envelope Generator', 'Function Generator', 'LFO', 'Dual/Stereo']",10,25.0,25.0,15.0,0.0,219.0,1803,4.33,6.0,Discontinued,0
925,CYMBL909,Tiptop Audio,['Drum'],8,46.0,60.0,40.0,0.0,190.0,1802,4.12,8.0,Available,1
926,E355 Morphing Dual LFO,Synthesis Technology,"['LFO', 'Dual/Stereo', 'Oscillator', 'Digital', 'CV Modulation']",14,40.0,32.0,12.0,0.0,289.0,1795,4.49,43.0,Discontinued,0
927,HH,Prok Modular,"['Digital', 'Drum']",4,40.0,75.0,8.0,0.0,105.0,1792,4.67,9.0,Available,0
928,Lifeforms System Interface,Pittsburgh Modular,['Mixer'],24,24.0,157.0,83.0,0.0,222.0,1791,3.53,17.0,Available,1
929,Vector Space,WORNG Electronics,"['CV Modulation', 'Mixer', 'Polarizer']",20,25.0,150.0,120.0,0.0,250.0,1790,4.12,8.0,Available,1
930,CP35 Attenuators,Behringer,"['Attenuator', 'Dual/Stereo', 'Multiple', 'Quad']",21,35.0,1.0,1.0,0.0,66.0,1789,1.5,6.0,Available,0
931,Numeric Repetitor,Noise Engineering,"['Clock Generator', 'Clock Modulator', 'Quad', 'Sequencer']",8,26.0,50.0,5.0,0.0,215.0,1784,4.69,16.0,No Info,1
932,Four Bricks Rook,Shakmat,"['Quad', 'Sequencer', 'Drum']",16,26.0,20.0,20.0,30.0,320.0,1781,4.72,32.0,Available,1
933,Brst,2hp,['Clock Modulator'],2,42.0,26.0,7.0,0.0,80.0,1780,3.67,12.0,Available,1
934,A-142-4,Doepfer,"['Envelope Generator', 'Quad']",8,50.0,30.0,10.0,0.0,100.0,1779,4.61,23.0,Available,0
935,Ghost (silver),Endorphin.es,"['Delay', 'Digital', 'Distortion', 'Dual/Stereo', 'Dynamics', 'Effect', 'Filter', 'Reverb']",16,26.0,135.0,35.0,0.0,475.0,1779,5.0,2.0,Available,1
936,Vice Virga,Noise Engineering,"['Switch', 'Utility']",8,21.0,40.0,20.0,0.0,278.0,1772,5.0,9.0,Available,1
937,Pro-1,Behringer,"['Filter', 'Oscillator', 'Synth Voice', 'MIDI']",80,30.0,670.0,0.0,0.0,329.0,1770,3.63,19.0,Available,0
938,Pulsar,Qu-Bit Electronix,"['Clock Generator', 'Clock Modulator', 'Quad', 'Random']",14,34.0,125.0,2.0,0.0,274.0,1769,3.71,14.0,Available,1
939,Crush Delay v3,Befaco,"['Delay', 'Digital', 'Noise', 'VCA']",11,30.0,115.0,65.0,0.0,200.0,1767,4.1,10.0,Available,1
940,SYSTEM-500 572,Roland,"['Delay', 'LFO', 'Phase Shifter', 'Effect']",16,58.0,110.0,90.0,0.0,299.0,1766,3.3,10.0,Available,0
941,Cockpit 2 (black),Endorphin.es,"['Dual/Stereo', 'Mixer', 'Dynamics', 'Attenuator', 'Quad', 'Utility', 'VCA']",6,38.0,75.0,40.0,0.0,199.0,1762,4.12,8.0,Available,1
942,LPG,Erica Synths,"['Dynamics', 'Filter', 'Low Pass Gate', 'VCA']",3,34.0,12.0,13.0,0.0,110.0,1760,4.88,8.0,Available,1
943,Mixwitch,Klavis,"['Attenuator', 'Mixer', 'Polarizer', 'Switch']",8,25.0,39.0,24.0,0.0,149.0,1758,4.66,32.0,Available,0
944,A-132-4,Doepfer,"['VCA', 'Quad']",6,60.0,30.0,20.0,0.0,100.0,1753,4.26,19.0,Available,0
945,Quad LFO,Malekko Heavy Industry,"['LFO', 'Quad', 'Sequencer', 'Clock Generator', 'Noise', 'Random', 'Utility']",12,26.0,85.0,17.0,0.0,299.0,1750,4.56,9.0,Available,0
946,Sono Abitus,Noise Engineering,['Utility'],4,39.0,50.0,50.0,0.0,221.0,1749,4.6,5.0,Available,1
947,Nearness v3,Takaab,"['Mixer', 'Panning', 'External']",2,36.0,25.0,25.0,0.0,50.0,1745,4.62,13.0,Available,1
948,Nano Rand v2,Qu-Bit Electronix,"['Digital', 'Noise', 'Random', 'Sample and Hold']",4,33.7,60.0,17.0,0.0,224.0,1742,4.2,5.0,Available,1
949,S-180 8-Step Sequencer,Ladik,['Sequencer'],4,48.0,20.0,20.0,0.0,70.0,1742,4.73,11.0,Available,0
950,Micro Sequence,Pittsburgh Modular,"['Digital', 'Sequencer']",10,24.0,56.0,8.0,0.0,199.0,1738,4.56,9.0,Discontinued,0
951,Nerdseq Grey Aluminium Front,XOR Electronics,"['CV Modulation', 'Sampling', 'Sequencer', 'Envelope Generator', 'LFO', 'Oscillator', 'Synth Voice']",32,20.0,150.0,32.0,0.0,598.0,1738,4.96,26.0,Available,0
952,Black Spring Reverb,Erica Synths,['Reverb'],12,30.0,43.0,71.0,0.0,270.0,1734,4.75,4.0,Available,0
953,MA35 VCF / A (multiple panels),Manhattan Analog,"['Filter', 'VCA']",12,45.0,6.0,6.0,0.0,200.0,1732,4.43,44.0,Available,0
954,Polivoks VCF,Erica Synths,['Filter'],8,55.0,10.0,10.0,0.0,60.0,1732,4.24,29.0,No Info,1
955,Clouds,After Later Audio,"['Delay', 'Digital', 'Effect', 'Pitch Shifter ', 'Sampling']",18,33.7,120.0,10.0,0.0,156.0,1732,3.29,7.0,Available,0
956,uJove,Plum Audio,['Filter'],8,20.0,28.0,28.0,0.0,220.0,1730,4.3,10.0,Available,1
957,S-090  Dual probability skipper,Ladik,"['Clock Modulator', 'Dual/Stereo', 'Random']",4,40.0,25.0,0.0,0.0,64.0,1720,4.5,12.0,Available,0
958,Resonate,After Later Audio,"['Effect', 'Oscillator', 'Synth Voice']",14,25.0,110.0,5.0,0.0,218.0,1720,4.33,3.0,Available,0
959,2LPG v1,Takaab,"['Low Pass Gate', 'Dual/Stereo', 'VCA']",3,27.0,78.1,35.6,0.0,32.0,1716,4.47,19.0,Available,1
960,Teleplexer,Make Noise,"['Controller', 'Mixer', 'Polarizer', 'Switch']",8,24.0,20.0,20.0,0.0,108.0,1711,3.53,19.0,Discontinued,1
961,Quad VCF/VCA,Sputnik Modular,"['Low Pass Gate', 'Filter', 'Mixer', 'VCA', 'Quad']",18,28.0,50.0,70.0,0.0,335.0,1711,4.42,24.0,Discontinued,0
962,AI008 Eurorack Matrix Mixer,AI Synthesis,"['Mixer', 'Multiple', 'Panning', 'Quad', 'Utility']",10,35.0,17.0,17.0,0.0,112.0,1706,4.25,12.0,Available,1
963,ER-101 (nostalgia),Orthogonal Devices,"['Quad', 'Sequencer']",26,20.0,120.0,0.0,0.0,690.0,1705,4.68,22.0,Discontinued,0
964,SN,Prok Modular,"['Digital', 'Drum']",4,40.0,75.0,8.0,0.0,105.0,1705,4.4,10.0,Available,0
965,Springray,Intellijel,"['Effect', 'Reverb']",10,42.0,34.0,44.0,0.0,186.0,1700,4.14,21.0,Discontinued,0
966,Mini Slew,Steady State Fate,"['Slew Limiter', 'Function Generator', 'Envelope Follower', 'Envelope Generator', 'LFO', 'Frequency Divider']",8,25.0,68.0,50.0,0.0,179.0,1700,4.48,29.0,Discontinued,1
967,Contour (blue knobs),Make Noise,"['Clock Generator', 'Envelope Generator', 'Function Generator', 'LFO']",8,24.0,38.0,17.0,0.0,119.0,1699,4.33,12.0,Discontinued,0
968,AT-AT-AT,Thonk,['Attenuator'],4,33.7,78.1,35.6,0.0,26.0,1699,4.12,17.0,Available,0
969,A-108,Doepfer,['Filter'],12,75.0,40.0,40.0,0.0,150.0,1698,4.47,15.0,Available,0
970,Blender,Steady State Fate,"['Dynamics', 'Mixer', 'Panning']",6,25.0,20.0,20.0,0.0,165.0,1695,4.33,18.0,Discontinued,0
971,Athrú,Instruō,"['Distortion', 'Waveshaper']",4,33.7,30.0,30.0,0.0,218.0,1694,4.0,10.0,Available,0
972,TEX MIX - 4 Stereo Channels,Tesseract Modular,['Mixer'],12,20.0,15.0,15.0,0.0,80.0,1692,4.89,9.0,Available,0
973,Pique (uPeaks),After Later Audio,"['Digital', 'Drum', 'Envelope Generator', 'Function Generator', 'LFO', 'Sequencer']",4,15.0,80.0,1.0,0.0,149.0,1691,4.18,11.0,Available,0
974,DIY Polivoks VCF II,Erica Synths,['Filter'],10,30.0,11.0,11.0,0.0,80.0,1687,4.55,11.0,Available,1
975,Euclidean Circles,vpme.de,"['Clock Modulator', 'Frequency Divider', 'Sequencer', 'Random', 'Utility']",10,25.0,0.0,0.0,70.0,232.8,1682,4.94,18.0,No Info,1
976,Sofia,Xaoc Devices,"['LFO', 'Oscillator', 'Dual/Stereo']",24,30.0,90.0,80.0,0.0,490.0,1681,4.87,23.0,Available,1
977,Buchla 207t,Tiptop Audio,"['Mixer', 'PreAmp', 'Panning']",28,28.0,90.0,85.0,0.0,269.0,1680,5.0,1.0,Available,0
978,Pico BBD,Erica Synths,['Delay'],3,35.0,20.0,9.0,0.0,115.0,1678,4.0,6.0,No Info,1
979,Buddy,Bastl Instruments,"['Mixer', 'PreAmp', 'Dual/Stereo']",5,30.0,27.0,27.0,0.0,145.0,1671,4.4,5.0,Available,0
980,A-156v,Doepfer,"['Dual/Stereo', 'Quantizer']",8,55.0,50.0,10.0,0.0,135.0,1669,3.82,11.0,Available,0
981,"Anti-Oscillator (Wiard a.k.a.""Gargoyles"" version)",Malekko Heavy Industry,['Oscillator'],14,25.0,40.0,40.0,0.0,194.0,1669,4.26,38.0,Available,0
982,Chord,Qu-Bit Electronix,"['Oscillator', 'Quad', 'Quantizer', 'Synth Voice']",28,23.0,122.0,10.0,0.0,399.0,1668,3.71,21.0,Discontinued,1
983,lìon,Instruō,"['Mixer', 'Multiple', 'Utility']",16,27.0,30.0,30.0,0.0,332.0,1664,4.44,9.0,Available,0
984,DIRT Filter,Synthrotek,"['Distortion', 'Filter', 'Waveshaper']",4,40.0,10.0,10.0,0.0,65.0,1662,3.02,42.0,No Info,0
985,Z8000,Tiptop Audio,"['CV Modulation', 'Sequencer']",28,15.0,70.0,10.0,0.0,395.0,1661,4.32,19.0,Available,1
986,FM AID,Happy Nerding,"['Waveshaper', 'Ring Modulator']",6,33.0,45.0,45.0,0.0,149.0,1658,4.52,31.0,No Info,0
987,Ring SM (Black),AJH Synth,"['Distortion', 'Mixer', 'Ring Modulator', 'Waveshaper']",14,34.0,55.0,50.0,0.0,365.0,1658,4.71,14.0,Available,0
988,Logica XT,Klavis,"['Delay', 'Digital', 'Frequency Divider', 'Logic', 'Sample and Hold', 'Utility']",5,25.0,21.0,1.0,0.0,139.0,1653,4.65,31.0,Available,1
989,TG ONE,Tiptop Audio,"['Sampling', 'CV Modulation', 'Digital', 'Drum']",4,43.0,80.0,8.0,0.0,220.0,1653,4.27,15.0,Available,1
990,A-110-1v,Doepfer,['Oscillator'],10,51.0,90.0,20.0,0.0,165.0,1652,4.38,13.0,Available,0
991,RES-4 (White),Cwejman,"['Filter', 'Quad', 'Resonator']",24,25.0,110.0,110.0,0.0,760.0,1644,4.69,16.0,No Info,0
992,InOut,Pittsburgh Modular,"['External', 'Mixer']",6,43.0,20.0,20.0,0.0,69.0,1643,3.77,26.0,Discontinued,0
993,SYNTHESIZER BOX,Pittsburgh Modular,"['Envelope Generator', 'LFO', 'Mixer', 'Oscillator', 'Slew Limiter', 'Synth Voice', 'VCA', 'Low Pass Gate']",28,37.0,125.0,95.0,0.0,419.0,1643,4.24,41.0,Discontinued,0
994,Serge NCOM,Random*Source,"['Clock Modulator', 'Comparator', 'Frequency Divider', 'Logic']",10,40.0,20.0,18.0,0.0,240.0,1642,4.75,12.0,Available,0
995,μVCA,Intellijel,"['Attenuator', 'Dual/Stereo', 'VCA']",6,35.0,36.0,35.0,0.0,120.0,1640,4.59,29.0,Discontinued,0
996,SYSTEM-1m,Roland,"['Digital', 'Envelope Generator', 'Filter', 'LFO', 'Oscillator', 'Ring Modulator', 'Synth Voice', 'VCA']",84,45.0,700.0,0.0,0.0,599.0,1640,4.21,38.0,Available,0
997,Skis,Bastl Instruments,"['Dual/Stereo', 'Envelope Generator', 'VCA']",5,35.0,30.0,20.0,0.0,109.0,1637,4.48,21.0,No Info,1
998,Stoicheia,Rebel Technology,"['Sequencer', 'Dual/Stereo']",10,30.0,10.0,0.0,25.0,198.0,1637,4.08,25.0,Available,0
999,Horologic Solum (Black),Noise Engineering,"['Clock Generator', 'Clock Modulator', 'Frequency Divider']",4,26.0,50.0,5.0,0.0,179.0,1631,4.57,7.0,Available,1
