,Name,Manufacturer,Functions,HP,Depth,+12V (mA),-12V (mA),+5V (mA),Price (€),Racks,Rating,Votes,Available,Approved
2697,ADDAC305,ADDAC System,"['Controller', 'Switch']",8,25.0,10.0,0.0,0.0,95.0,471,4.25,4.0,Available,0
2698,Q-010,Ladik,['Quantizer'],4,46.0,30.0,2.0,0.0,60.0,471,4.0,10.0,,0
2699,Threshold,Michigan Synth Works,"['Oscillator', 'Quad', 'Synth Voice']",10,25.0,25.0,20.0,45.0,232.0,470,4.58,5.0,Available,0
2700,Mix 02,Rebel Technology,"['Attenuator', 'Mixer', 'Dual/Stereo']",10,20.0,30.0,30.0,0.0,135.0,470,4.83,6.0,Available,0
2701,Castle 001 DAC,LZX Industries,['Video'],4,41.0,3.0,4.0,0.0,,470,5.0,2.0,Available,0
2702,M-610 (Black),Ladik,"['Mixer', 'Dual/Stereo', 'Panning']",20,32.0,15.0,,,85.0,469,4.5,4.0,Available,0
2703,Lifeforms Dual VCA,Pittsburgh Modular,"['Mixer', 'VCA', 'Dual/Stereo']",8,24.0,34.0,26.0,,142.0,469,4.0,1.0,Available,0
2704,Wave,Qu-Bit Electronix,"['Drum', 'Quad', 'Sampling', 'Synth Voice']",28,23.0,117.0,7.0,0.0,469.0,468,3.4,5.0,Discontinued,1
2705,Fortress,LZX Industries,"['Oscillator', 'Video']",22,32.0,180.0,110.0,0.0,446.0,468,5.0,2.0,Discontinued,0
2706,Dust of Time,Neutron Sound,"['CV Modulation', 'Digital', 'MIDI', 'Oscillator', 'Dual/Stereo', 'Effect']",16,50.0,90.0,20.0,,300.0,468,4.86,7.0,Available,1
2707,ADSR,PMFoundations,['Envelope Generator'],4,22.0,17.0,7.0,0.0,14.0,468,4.2,5.0,Available,1
2708,Leaves Expander,Mystic Circuits,"['Expander', 'Sequencer']",8,34.0,96.0,43.0,0.0,154.0,467,5.0,2.0,Available,1
2709,Selecta,Tesseract Modular,"['Switch', 'Utility', 'Logic', 'Quad']",8,12.0,,,,65.0,467,,2.0,Available,0
2710,E-510 Envelope Follower,Ladik,"['Envelope Follower', 'Comparator']",4,47.0,10.0,10.0,0.0,68.0,467,4.0,3.0,,0
2711,ADM18 Shapes,Audio Damage,"['Distortion', 'Waveshaper', 'Dual/Stereo']",6,23.0,50.0,10.0,0.0,319.0,466,4.6,5.0,Discontinued,0
2712,ADSR,Grp,['Envelope Generator'],6,,12.0,10.0,0.0,155.0,465,,0.0,Available,0
2713,vcNOIZ (panel v2),Hexinverter Électronique,"['Clock Generator', 'Noise', 'Oscillator', 'Random']",6,38.0,35.0,30.0,,146.0,464,4.0,6.0,Discontinued,1
2714,TheBateleur - Mixer / Noise,birdkids,"['Attenuator', 'Mixer', 'Noise']",6,20.0,30.0,20.0,0.0,109.0,464,4.75,4.0,Available,1
2715,XaVCF,G-Storm Electro,"['Filter', 'Oscillator']",12,26.0,20.0,27.0,0.0,188.0,464,5.0,9.0,Available,0
2716,BXx2,ALM Busy Circuits,"['Equalizer', 'Mixer', 'PreAmp']",8,32.0,10.0,10.0,,200.0,462,5.0,1.0,Available,0
2717,Crush,Pittsburgh Modular,"['Effect', 'Waveshaper']",8,37.0,40.0,40.0,0.0,175.0,462,4.25,4.0,Available,0
2718,Cellular Automata,Nonlinearcircuits,"['Sequencer', 'Random', 'Logic']",12,38.0,100.0,10.0,0.0,252.0,462,,4.0,Available,0
2719,TG5 Pre-Amplifier,Future Sound Systems,"['Distortion', 'Dynamics', 'Envelope Follower', 'Expander', 'PreAmp', 'VCA']",14,32.0,62.0,55.0,0.0,275.0,462,4.0,2.0,Available,0
2720,Razor,After Later Audio,"['Distortion', 'Filter', 'Waveshaper', 'Dual/Stereo']",18,25.0,150.0,140.0,,439.0,462,2.8,5.0,Available,0
2721,Doupples,CalSynth,"['Dual/Stereo', 'Filter']",8,,35.0,35.0,0.0,184.0,461,4.25,4.0,Available,0
2722,Catalyst Controller,4ms Company,"['Controller', 'Function Generator', 'Sequencer']",20,24.0,60.0,25.0,,338.0,461,2.0,1.0,,1
2723,System X Amplifier,Frequency Central,['VCA'],10,35.0,10.0,10.0,0.0,170.0,461,4.75,4.0,Discontinued,0
2724,RS-95N (Dual Bus),Analogue Systems,['Oscillator'],12,,70.0,,,285.0,461,5.0,4.0,Available,0
2725,TXn,dsp.coffee,"['Mixer', 'Panning']",2,35.0,25.0,26.0,0.0,98.0,460,5.0,2.0,Available,0
2726,Make Noise STO (Grayscale panel),Grayscale,['Oscillator'],8,30.0,30.0,30.0,0.0,175.0,460,5.0,1.0,,1
2727,AudioMixer / Attenuator,Pittsburgh Modular,"['Attenuator', 'Mixer']",8,,10.0,10.0,,138.0,459,4.5,2.0,Discontinued,0
2728,LL8 2,Robaux,"['Drum', 'MIDI', 'Sequencer']",14,23.0,30.0,0.0,0.0,,459,4.0,2.0,Available,1
2729,ADM14 BoomTschak,Audio Damage,"['Drum', 'Synth Voice']",24,16.0,105.0,10.0,0.0,569.0,458,4.9,10.0,Discontinued,0
2730,Rhythm,Qu-Bit Electronix,"['Clock Generator', 'Drum', 'Sequencer']",28,,186.0,0.0,0.0,258.0,458,4.62,5.0,Discontinued,1
2731,ReduXer,VoicAs,"['Distortion', 'Effect', 'Ring Modulator', 'Sample and Hold', 'Waveshaper']",8,20.0,25.0,25.0,0.0,135.0,458,4.67,3.0,Available,1
2732,FM AID_silver,Happy Nerding,['Waveshaper'],4,30.0,45.0,45.0,,135.0,458,4.5,4.0,Available,0
2733,Quad AAF,WMD,"['Filter', 'Mixer', 'Expander']",4,40.0,35.0,35.0,,245.0,458,,5.0,Available,0
2734,A-410 Pan/Mix,Ladik,"['Mixer', 'Panning', 'VCA']",4,50.0,25.0,,,69.0,457,3.33,6.0,,0
2735,ADE-10 Reactive Shaper,Abstract Data,"['Waveshaper', 'CV Modulation', 'Distortion', 'Effect']",10,35.0,80.0,80.0,0.0,160.0,457,3.8,10.0,Discontinued,1
2736,A-154v,Doepfer,['Sequencer'],22,80.0,60.0,20.0,,200.0,456,5.0,2.0,Available,0
2737,Gozouta Mixer Kit,Circuit Abbey,['Mixer'],4,43.0,20.0,20.0,0.0,,456,4.33,3.0,,1
2738,Ivo,Expert Sleepers,"['Oscillator', 'Filter']",8,37.0,22.0,18.0,0.0,185.0,456,4.5,2.0,Available,0
2739,QCD - Black Panel,4ms Company,"['Clock Generator', 'Clock Modulator', 'Quad']",10,26.0,48.0,40.0,41.0,270.0,456,5.0,2.0,Available,0
2740,White Gallop,Shakmat,"['Clock Modulator', 'Dual/Stereo', 'Sequencer']",8,30.0,65.0,0.0,0.0,199.0,456,4.87,15.0,Discontinued,1
2741,Alter 2,Folktek,"['Delay', 'Effect', 'Filter', 'Pitch Shifter ', 'Reverb']",16,25.0,160.0,0.0,0.0,213.0,455,4.33,6.0,Available,0
2742,ST MAR,NANO Modules,"['Attenuator', 'Dual/Stereo', 'Mixer', 'VCA']",8,35.0,50.0,52.0,,135.0,455,4.83,6.0,Available,1
2743,MIR,Livestock Electronics,"['Logic', 'Mixer', 'Quad', 'Utility', 'VCA', 'Distortion', 'Polarizer', 'Attenuator']",10,35.0,80.0,75.0,,190.0,455,4.83,18.0,Discontinued,1
2744,dàil,Instruō,"['MIDI', 'Quantizer']",4,32.0,100.0,8.0,,314.0,455,5.0,2.0,Available,0
2745,101-VCF,G-Storm Electro,['Filter'],8,22.0,11.0,2.0,0.0,188.0,454,,2.0,Available,0
2746,Mandrake,Malstrom,"['Drum', 'Synth Voice']",14,25.0,130.0,120.0,,313.0,454,5.0,15.0,Available,1
2747,HEXa(s)r,Bubblesound Instruments,"['Envelope Generator', 'Function Generator', 'Mixer']",10,30.0,50.0,40.0,0.0,300.0,454,5.0,3.0,Available,0
2748,Fuse,After Later Audio,"['Digital', 'Oscillator', 'Pitch Shifter ', 'Ring Modulator', 'Waveshaper']",10,,110.0,5.0,,258.0,454,4.5,2.0,Available,0
2749,Drum-04,MFB,['Drum'],12,,30.0,30.0,0.0,129.0,454,3.7,10.0,Discontinued,0
2750,Env,2hp,"['Clock Generator', 'Envelope Generator']",2,42.0,43.0,16.0,0.0,134.0,453,2.67,3.0,Discontinued,1
2751,ADM09 Odio,Audio Damage,"['External', 'Utility']",4,53.0,80.0,5.0,0.0,339.0,453,4.4,10.0,Discontinued,0
2752,Helical,Sdkc Instruments,"['Dual/Stereo', 'Envelope Generator', 'Oscillator', 'Sequencer', 'Synth Voice', 'VCA']",16,40.0,240.0,12.0,0.0,386.0,453,5.0,3.0,Available,0
2753,Meth Amp,Frequency Central,"['Distortion', 'PreAmp', 'Effect', 'VCA']",12,35.0,25.0,26.0,0.0,207.0,453,3.67,9.0,Available,0
2754,Qu-Mult,Qu-Bit Electronix,"['Multiple', 'Dual/Stereo']",2,,,,,15.0,453,2.67,6.0,Discontinued,1
2755,QEG,Rides in the Storm,"['Envelope Generator', 'Quad']",22,25.0,120.0,100.0,0.0,229.0,452,4.75,4.0,Available,1
2756,A-188-1B,Doepfer,['Delay'],14,65.0,80.0,50.0,0.0,125.0,452,4.0,3.0,Available,0
2757,A-160-2v,Doepfer,"['Clock Modulator', 'Frequency Divider']",4,35.0,50.0,0.0,0.0,120.0,452,5.0,1.0,Available,0
2758,Artificial Neural Network,ARC,"['Comparator', 'CV Modulation', 'Logic', 'Waveshaper']",18,25.0,100.0,10.0,0.0,199.0,451,4.75,4.0,Discontinued,0
2759,Black 8-Multi,Erica Synths,['Multiple'],6,25.0,25.0,15.0,,70.0,451,,0.0,,1
2760,Sampleslicer MKII,Ginko Synthese,['Sampling'],16,25.0,94.0,18.0,0.0,300.0,451,4.5,4.0,Available,0
2761,Black 3109 VCF/VCA,Erica Synths,"['Filter', 'VCA']",10,25.0,25.0,25.0,0.0,160.0,451,5.0,3.0,Available,1
2762,Post-Lawsuit Lowpass Filter,STG Soundlabs,['Filter'],14,,16.0,15.0,,174.0,451,4.11,9.0,Available,0
2763,Stardust,Qu-Bit Electronix,"['Delay', 'Digital', 'Distortion', 'Dual/Stereo', 'Effect', 'Looper', 'Sampling']",18,22.0,170.0,15.0,0.0,549.0,451,,0.0,Available,0
2764,UPLAITS (White),CalSynth,"['Digital', 'Drum', 'Noise', 'Oscillator', 'Synth Voice']",8,,50.0,5.0,0.0,167.0,450,5.0,3.0,Available,0
2765,Lifeforms Micro Sequence b,Pittsburgh Modular,"['Clock Generator', 'Sequencer']",10,24.0,56.0,8.0,0.0,184.0,450,4.25,4.0,Discontinued,0
2766,Skis II,Bastl Instruments,"['Drum', 'Envelope Generator', 'VCA', 'Dual/Stereo']",5,,40.0,35.0,,120.0,450,,0.0,Discontinued,0
2767,ANA 2,Mystic Circuits,"['Distortion', 'Logic', 'Mixer', 'Polarizer', 'Ring Modulator', 'Utility', 'VCA', 'Waveshaper']",6,32.0,101.0,104.0,,192.0,449,5.0,3.0,Available,1
2768,Rez,CalSynth,"['Effect', 'Oscillator', 'Synth Voice']",14,25.0,110.0,5.0,,179.0,449,5.0,1.0,Available,1
2769,Xcelon XP3,Boredbrain Music,"['Dual/Stereo', 'Expander', 'External', 'Mixer', 'Panning', 'PreAmp', 'Utility', 'VCA']",22,38.0,190.0,150.0,,341.0,449,5.0,5.0,Available,0
2770,Debel Iteritas Alia,Noise Engineering,"['Digital', 'Envelope Generator', 'Oscillator']",10,25.0,100.0,15.0,0.0,329.0,449,5.0,2.0,Available,1
2771,Conduit,Folktek,"['Delay', 'Effect', 'Envelope Follower', 'Filter', 'Noise', 'Oscillator', 'Synth Voice', 'VCA']",20,25.0,23.0,0.0,0.0,356.0,448,4.2,5.0,,1
2772,Harmonic Shift Oscillator,New Systems Instruments,['Oscillator'],12,25.0,80.0,75.0,0.0,329.0,448,5.0,4.0,Available,1
2773,Serge Resonant EQ Mk. II,CGS,"['Equalizer', 'Filter', 'Mixer', 'Waveshaper']",32,,43.0,43.0,,,448,4.75,12.0,Available,0
2774,MODFX (BLACK),Tiptop Audio,"['Digital', 'Effect', 'Filter']",8,40.0,130.0,20.0,,171.0,448,3.0,1.0,Available,0
2775,The Wave Transformer,EarthQuaker Devices,"['Oscillator', 'Distortion', 'Low Pass Gate', 'VCA', 'Waveshaper']",20,25.0,90.0,90.0,0.0,205.0,447,5.0,1.0,Available,1
2776,DC Distro,LZX Industries,"['Power', 'Utility']",4,50.0,,,,139.0,447,5.0,2.0,Available,0
2777,ODDS,Sebsongs Modular,['Sequencer'],4,25.0,35.0,5.0,0.0,123.0,447,4.5,4.0,Available,1
2778,S-075 Burst generator,Ladik,['Clock Modulator'],4,40.0,25.0,0.0,0.0,60.0,447,4.2,5.0,Available,0
2779,ACRONYM,WORNG Electronics,"['Oscillator', 'Waveshaper', 'Frequency Divider']",12,44.0,95.0,72.0,0.0,399.0,447,5.0,3.0,Available,0
2780,Drips,Dreadbox,"['Drum', 'Envelope Generator', 'Filter', 'Noise', 'Oscillator', 'Synth Voice', 'Waveshaper']",21,35.0,45.0,30.0,,279.0,447,4.29,7.0,Discontinued,0
2781,Triple AD,Hikari Instruments,"['Envelope Generator', 'LFO', 'Function Generator']",8,27.0,60.0,10.0,,170.0,447,5.0,3.0,Available,0
2782,EFFEXX RT-1701,Radikal Technologies,"['Delay', 'Digital', 'Distortion', 'Effect', 'Equalizer', 'Filter', 'Phase Shifter', 'Reverb']",32,30.0,250.0,40.0,0.0,598.0,446,4.67,6.0,Available,0
2783,STE. 16,Studio Electronics,"['Digital', 'Dual/Stereo', 'LFO']",10,36.0,150.0,35.0,0.0,269.0,446,4.67,6.0,Discontinued,0
2784,Lines 线,MengQiMusic,"['Controller', 'Mixer', 'Utility']",8,30.0,18.0,20.0,0.0,117.0,446,4.33,3.0,Discontinued,0
2785,Random Sequencer,Rat King Modular,"['Random', 'Sequencer']",4,21.0,20.0,0.0,0.0,67.0,446,3.8,10.0,Available,0
2786,FIL3 Spectral Devastator,Future Sound Systems,"['Attenuator', 'Distortion', 'Dual/Stereo', 'Filter']",16,30.0,70.0,70.0,,205.0,446,4.57,7.0,Available,0
2787,A-199 (w/  DIY front RCA mod),Doepfer,"['Reverb', 'Effect']",8,50.0,80.0,10.0,,120.0,446,,0.0,,0
2788,DIY Modulator II,Erica Synths,"['LFO', 'Noise', 'Sample and Hold']",8,35.0,27.0,22.0,,80.0,446,4.33,3.0,Available,1
2789,VM-1,Cwejman,"['Envelope Generator', 'Filter', 'Oscillator', 'Synth Voice']",26,,100.0,100.0,,674.0,445,4.71,7.0,,0
2790,Graphic Sequencer,STG Soundlabs,['Sequencer'],14,51.0,0.0,0.0,7.0,290.0,445,4.2,10.0,Available,0
2791,A-101-8 Photo Phasing,Doepfer,"['Effect', 'Phase Shifter']",4,45.0,30.0,30.0,,140.0,445,5.0,7.0,Available,0
2792,DUAL RECTIFIER II,Black Noise,"['Clock Modulator', 'Distortion', 'Dual/Stereo', 'Envelope Follower', 'Utility', 'Waveshaper']",2,20.0,5.0,3.0,0.0,54.0,444,4.33,3.0,Available,1
2793,HONEYEATER,ST Modular,"['Noise', 'Oscillator']",8,25.0,45.0,25.0,0.0,150.0,444,4.0,1.0,Available,0
2794,Synapse,Grayscale,['Utility'],6,30.0,30.0,30.0,0.0,115.0,444,4.17,6.0,Discontinued,1
2795,NGM,Rides in the Storm,"['Mixer', 'Dual/Stereo']",4,25.0,20.0,20.0,0.0,45.0,443,,0.0,Available,1
2796,ESX-8MD mk2,Expert Sleepers,"['Clock Generator', 'MIDI']",10,27.0,23.0,0.0,0.0,135.0,443,5.0,2.0,Available,0
2797,A-147-5 Quad VCLFO,Doepfer,"['LFO', 'Quad']",4,45.0,30.0,30.0,0.0,120.0,443,5.0,1.0,Available,0
2798,x0x Heart (Grayscale panel),Grayscale,"['Filter', 'Oscillator']",18,33.0,75.0,5.0,,135.0,443,4.6,5.0,,1
2799,Viggen,CalSynth,"['Mixer', 'VCA', 'Quad']",10,,50.0,50.0,,162.0,443,5.0,1.0,Available,0
2800,Vortices HiFi,Steady State Fate,"['Attenuator', 'Mixer', 'Panning', 'VCA']",16,26.0,110.0,105.0,0.0,324.0,442,5.0,3.0,Available,1
2801,AM8109 JP8 LPF,AMSynths,['Filter'],14,80.0,22.0,22.0,0.0,145.0,442,4.25,8.0,Discontinued,1
2802,SDS_VCO,SDS Digital,"['Noise', 'Oscillator', 'Digital', 'MIDI', 'Synth Voice', 'Drum', 'Effect', 'Waveshaper']",3,45.0,41.0,15.0,0.0,112.0,442,4.6,5.0,Available,0
2803,White Rabbit,Error Instruments,"['Delay', 'Digital', 'Dual/Stereo', 'Effect', 'Reverb']",8,,24.0,4.0,0.0,179.0,441,4.33,3.0,Available,0
2804,Radio,ST Modular,"['Noise', 'Oscillator', 'Random']",4,33.0,18.0,10.0,0.0,,441,5.0,1.0,Available,0
2805,Squawk Dirty To Me (silver),Endorphin.es,"['Digital', 'Dual/Stereo', 'Effect', 'Filter', 'Low Pass Gate', 'VCA']",6,30.0,120.0,15.0,0.0,199.0,441,5.0,1.0,Available,1
2806,Ultra-Random Redux,Steady State Fate,"['Clock Generator', 'CV Modulation', 'Envelope Generator', 'Noise', 'Random', 'Sample and Hold']",10,23.0,100.0,57.0,0.0,264.0,441,3.67,3.0,Available,1
2807,Lifeforms Midi 3,Pittsburgh Modular,"['Clock Generator', 'MIDI']",6,35.0,60.0,15.0,,213.0,441,5.0,1.0,Available,0
2808,COLOUR PALETTE,Black Market Modular,"['Digital', 'Effect', 'Utility', 'VCA']",18,,130.0,130.0,,299.0,441,4.0,5.0,,0
2809,PURE VCA,GMSN!,['VCA'],4,22.0,7.0,7.0,0.0,89.0,440,4.5,4.0,Available,1
2810,Ping Filter,Hikari Instruments,"['Filter', 'Noise', 'Waveshaper', 'Drum']",8,27.0,30.0,30.0,0.0,198.0,440,5.0,1.0,Available,0
2811,MX1,Future Sound Systems,"['Mixer', 'Utility']",4,39.0,30.0,30.0,0.0,80.0,440,4.17,6.0,,0
2812,Dual VCO,Złob,"['Dual/Stereo', 'LFO', 'Oscillator', 'Clock Generator']",4,45.0,20.0,38.0,0.0,205.0,439,4.71,7.0,Available,1
2813,CV Processor,Sputnik Modular,"['Attenuator', 'Polarizer', 'Utility', 'CV Modulation', 'Mixer', 'VCA']",10,,40.0,40.0,5.0,161.0,439,4.4,5.0,Available,0
2814,Plaits,After Later Audio,"['Digital', 'Oscillator']",12,,50.0,5.0,0.0,162.0,439,3.75,4.0,Discontinued,0
2815,Mix 'Em Up,Blue Lantern Modules,"['Mixer', 'Attenuator']",6,38.0,8.0,1.0,0.0,110.0,439,4.14,7.0,,0
2816,Micromac -R,Macbeth Studio Systems,"['Filter', 'Oscillator', 'Synth Voice']",57,60.0,170.0,,,1.549,439,4.69,13.0,,0
2817,Voltage Memory,MengQiMusic,"['Clock Generator', 'Controller', 'Digital', 'Sequencer', 'Utility', 'Drum']",30,40.0,70.0,0.0,0.0,315.0,438,4.85,13.0,Discontinued,1
2818,HUE,Modbap Modular,"['Distortion', 'Dynamics', 'Effect', 'Filter']",6,28.0,104.0,8.0,,269.0,438,5.0,1.0,Available,0
2819,PH-8,Cwejman,"['CV Modulation', 'LFO', 'Oscillator', 'Quad']",20,23.0,50.0,50.0,0.0,695.0,438,4.43,7.0,,0
2820,Swarm Oscillator RT-311,Radikal Technologies,['Oscillator'],32,30.0,250.0,40.0,0.0,599.0,438,5.0,7.0,Available,1
2821,Tyme Sefari,Industrial Music Electronics,"['Digital', 'Sampling', 'Delay', 'CV Modulation', 'Effect']",15,55.0,80.0,80.0,0.0,420.0,438,4.11,9.0,Discontinued,0
2822,A-545 2ch balanced line inputs,Ladik,"['PreAmp', 'External', 'Dual/Stereo']",4,62.0,70.0,70.0,0.0,63.0,438,4.0,4.0,Available,0
2823,ConVertor E1,Sonicsmith,"['Envelope Follower', 'Oscillator', 'PreAmp', 'Controller', 'Dynamics', 'Slew Limiter', 'VCA']",6,43.0,84.0,0.0,0.0,390.0,437,4.67,3.0,Available,0
2824,ENVy,After Later Audio,['Envelope Generator'],6,25.0,28.0,25.0,,89.0,437,,0.0,Available,0
2825,Polivoks VCA,Erica Synths,['VCA'],8,63.0,23.0,17.0,,60.0,437,3.8,5.0,,0
2826,STS - Black Panel,4ms Company,"['Sampling', 'Dual/Stereo', 'Digital', 'Oscillator', 'Synth Voice']",20,25.0,145.0,40.0,0.0,469.0,437,4.0,2.0,Available,0
2827,R-51,Metasonix,"['Distortion', 'VCA', 'Tube', 'Dynamics', 'PreAmp']",22,25.0,150.0,150.0,0.0,450.0,437,4.71,7.0,Discontinued,0
2828,Sloth (4hp),Nonlinearcircuits,"['LFO', 'Random', 'CV Modulation']",4,,21.0,19.0,0.0,21.0,436,4.46,13.0,,0
2829,Muskrat,Møffenzeef Mødular,"['Digital', 'Drum', 'Synth Voice']",10,20.0,55.0,20.0,0.0,225.0,436,4.0,5.0,Available,1
2830,Dual ADSR,VOID Modular,"['Envelope Generator', 'Dual/Stereo']",12,27.0,10.0,5.0,0.0,138.0,436,5.0,5.0,Available,1
2831,WK3 MIDI Thru,LPZW.modules,"['MIDI', 'Multiple']",2,15.0,50.0,0.0,0.0,79.0,435,5.0,2.0,Available,1
2832,Skew Fade LFO,Złob,"['CV Modulation', 'LFO', 'Utility', 'Clock Generator']",3,45.0,15.0,15.0,0.0,71.0,434,4.38,8.0,Available,0
2833,A-141-2v,Doepfer,"['Envelope Generator', 'LFO']",14,70.0,40.0,30.0,,150.0,434,3.5,2.0,Available,0
2834,Output,Malekko Heavy Industry,"['Attenuator', 'External']",4,,,,,72.0,433,4.0,5.0,Discontinued,0
2835,Make Noise Echophon (Grayscale panel),Grayscale,"['Delay', 'Effect', 'Pitch Shifter ']",20,30.0,70.0,40.0,0.0,399.0,433,4.25,4.0,,1
2836,Chord Machine,Flame,['Quantizer'],10,40.0,130.0,20.0,0.0,200.0,433,4.17,6.0,Discontinued,0
2837,A-163,Doepfer,['Frequency Divider'],8,45.0,40.0,10.0,0.0,75.0,432,4.14,7.0,Discontinued,0
2838,RK6 resonant lowpass filter,Metasonix,"['Filter', 'Low Pass Gate', 'Tube']",8,,200.0,2.0,,370.0,431,4.6,5.0,Available,0
2839,Dual Index (VCA / VC Mixer),Pittsburgh Modular,"['VCA', 'Mixer', 'Dual/Stereo']",8,35.0,30.0,30.0,0.0,149.0,431,4.75,4.0,Discontinued,0
2840,Beehive / Plaits 8hp,Sylph Modular,"['Digital', 'Drum', 'Noise', 'Oscillator', 'Synth Voice']",8,,50.0,5.0,,195.0,431,3.0,2.0,Available,0
2841,Dreamboat,Snazzy FX,"['CV Modulation', 'LFO', 'Noise', 'Oscillator', 'Random', 'Dual/Stereo']",8,30.0,25.0,20.0,,225.0,431,4.38,8.0,,0
2842,Karl,ST Modular,"['Filter', 'Mixer', 'Dual/Stereo']",8,25.0,56.0,45.0,0.0,150.0,431,3.75,4.0,Available,0
2843,281 Dual Function Generator (Grayscale panel),Grayscale,"['Envelope Generator', 'Function Generator', 'LFO', 'Dual/Stereo']",16,,30.0,20.0,0.0,212.0,431,4.25,16.0,,1
2844,Ring SM (Silver),AJH Synth,"['Distortion', 'Mixer', 'Ring Modulator', 'Waveshaper']",14,34.0,55.0,50.0,0.0,311.0,430,4.71,14.0,Available,0
2845,"µRings SE (uRings, microRings) [Rev B, Silver]",Tall Dog,"['External', 'Filter', 'Oscillator']",8,43.0,120.0,5.0,0.0,251.0,430,5.0,3.0,Available,1
2846,OCP (Black),Plum Audio,"['CV Modulation', 'Digital', 'LFO', 'Quad', 'Utility']",14,25.0,100.0,40.0,0.0,323.0,430,4.5,2.0,Available,1
2847,Serge GTS,Random*Source,"['Envelope Follower', 'Envelope Generator', 'LFO', 'Mixer', 'Oscillator']",26,26.0,90.0,80.0,,500.0,429,5.0,1.0,Available,0
2848,ADM03 Errorbox,Audio Damage,"['Effect', 'Digital', 'Distortion']",8,20.0,60.0,60.0,0.0,129.0,429,4.33,3.0,Discontinued,0
2849,902 VCA,Aion Modular,['VCA'],6,20.0,50.0,30.0,0.0,180.0,429,,0.0,Available,0
2850,Mults,Nonlinearcircuits,"['Multiple', 'Utility']",2,17.0,,,,7.0,429,,0.0,Available,1
2851,Elmyra 2,Neutral Labs,"['CV Modulation', 'Distortion', 'Oscillator', 'Synth Voice', 'Utility', 'Controller']",42,25.0,65.0,0.0,0.0,575.0,428,5.0,1.0,Available,1
2852,Jeweler Cast,Shakmat,"['Waveshaper', 'Distortion', 'Mixer', 'Ring Modulator', 'VCA']",6,21.0,75.0,65.0,0.0,185.0,428,4.88,17.0,Available,0
2853,µ16MCC,Flame,"['MIDI', 'Utility']",5,,15.0,30.0,0.0,189.0,428,4.67,3.0,Available,0
2854,5-Step Voltage Source,Sputnik Modular,"['Sequencer', 'Clock Generator', 'LFO', 'Clock Modulator', 'Oscillator']",28,28.0,50.0,75.0,10.0,399.0,428,4.0,8.0,Discontinued,0
2855,Humpback (New Panel),God's Box,['Filter'],8,38.0,20.0,16.0,,117.0,428,3.67,3.0,Available,0
2856,VCO - Analog Voltage Controlled Oscillator,Synthrotek,['Oscillator'],4,53.0,42.0,31.0,0.0,106.0,428,3.88,8.0,Available,1
2857,R-56,Metasonix,"['Effect', 'Tube', 'Reverb']",28,38.0,850.0,850.0,0.0,450.0,427,4.73,11.0,Discontinued,0
2858,Magnétosphère,Eowave,['Filter'],10,27.0,22.0,13.0,0.0,119.0,427,4.15,13.0,,0
2859,QVCA,Neutron Sound,"['VCA', 'Quad']",8,25.0,50.0,50.0,0.0,135.0,427,3.0,1.0,,0
2860,PHRSR,Super Synthesis,"['Clock Generator', 'Digital', 'Dual/Stereo', 'Sequencer', 'CV Modulation', 'Function Generator', 'LFO']",6,22.0,45.0,5.0,,69.0,427,4.0,3.0,Discontinued,1
2861,Color Time Base Corrector,LZX Industries,['Video'],4,73.0,,,,359.0,426,5.0,4.0,Discontinued,0
2862,Matrix Mixer,BearModules,['Mixer'],14,23.0,32.0,32.0,0.0,99.0,426,4.0,5.0,Discontinued,1
2863,Waves,After Later Audio,['Filter'],8,25.0,35.0,35.0,,225.0,426,2.5,2.0,Available,0
2864,ADDAC200S Size Matter black,ADDAC System,"['Utility', 'External']",4,35.0,,,,40.0,426,5.0,2.0,Available,0
2865,Make Noise Function (Grayscale panel),Grayscale,"['Clock Generator', 'CV Modulation', 'Envelope Generator', 'Slew Limiter']",8,24.0,30.0,20.0,,149.0,425,4.4,5.0,,1
2866,Water,Jasmine & Olive Trees,"['CV Modulation', 'Sequencer']",8,23.0,90.0,90.0,0.0,144.0,425,5.0,2.0,Available,0
2867,Castle 011 Shift Register,LZX Industries,"['Video', 'Shift Register']",4,51.0,21.0,43.0,0.0,,425,5.0,2.0,Available,0
2868,Model 13 Mini,Electro-Acoustic Research,"['Filter', 'Low Pass Gate', 'VCA']",4,23.0,40.0,15.0,0.0,134.0,424,4.5,4.0,,0
2869,Lider Suboctave,Industrial Music Electronics,"['Effect', 'Frequency Divider', 'CV Modulation', 'Waveshaper']",6,30.0,48.0,53.0,0.0,140.0,424,4.17,6.0,Available,0
2870,MM VCA,Dannysound,"['Distortion', 'Mixer', 'VCA', 'Waveshaper']",6,38.0,36.0,8.0,0.0,104.0,424,5.0,3.0,Available,0
2871,PRE KM,Feedback,"['Distortion', 'Equalizer', 'PreAmp', 'External']",4,38.0,10.0,10.0,0.0,70.0,424,3.67,3.0,Available,1
2872,IMP,Flight of Harmony,"['Noise', 'Oscillator', 'Filter']",14,,45.0,5.0,0.0,123.0,423,3.85,13.0,Available,0
2873,WL Drive,Dreadbox,['Distortion'],4,22.0,6.0,5.0,,79.0,423,,0.0,Discontinued,0
2874,A-173-1,Doepfer,['Expander'],6,45.0,50.0,5.0,0.0,180.0,423,,0.0,Available,0
